File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample life stage,Biosample sex,Biosample organism
ENCFF000QIJ,bam,alignments,ENCSR000BRK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YIZ,bam,alignments,ENCSR000EZT,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YJB,bam,alignments,ENCSR000EZT,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YKH,bam,alignments,ENCSR000EZU,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YKI,bam,alignments,ENCSR000EZU,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RMT,bam,alignments,ENCSR000DKK,ChIP-seq,CL:0002620,skin fibroblast,primary cell,child,female,Homo sapiens
ENCFF000PKN,bam,alignments,ENCSR000BTM,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PKO,bam,alignments,ENCSR000BTM,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PTJ,bam,alignments,ENCSR000BTK,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000PTK,bam,alignments,ENCSR000BTK,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000PTZ,bam,alignments,ENCSR000BTL,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000PUC,bam,alignments,ENCSR000BTL,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000PVL,bam,alignments,ENCSR000BOB,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000QWX,bam,alignments,ENCSR000BOD,ChIP-seq,EFO:0002860,SK-N-MC,immortalized cell line,child,female,Homo sapiens
ENCFF000YTL,bam,alignments,ENCSR000FAE,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YTM,bam,alignments,ENCSR000FAE,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000OFP,bam,alignments,ENCSR000BQZ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OFQ,bam,alignments,ENCSR000BQZ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QCT,bam,alignments,ENCSR000BQY,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QCZ,bam,alignments,ENCSR000BQY,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000NXH,bam,alignments,ENCSR000BRH,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NXI,bam,alignments,ENCSR000BRH,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NUO,bam,alignments,ENCSR000BRG,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QYL,bam,alignments,ENCSR000BTH,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QYO,bam,alignments,ENCSR000BTH,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QYC,bam,alignments,ENCSR000BTG,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QYG,bam,alignments,ENCSR000BTG,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000PTR,bam,alignments,ENCSR000BTF,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000PTW,bam,alignments,ENCSR000BTF,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000QXV,bam,alignments,ENCSR000BTB,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QXY,bam,alignments,ENCSR000BTB,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QBV,bam,alignments,ENCSR000BNV,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QBY,bam,alignments,ENCSR000BNV,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PVN,bam,alignments,ENCSR000BNU,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PVR,bam,alignments,ENCSR000BNU,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PRV,bam,alignments,ENCSR000BNT,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PRW,bam,alignments,ENCSR000BNT,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000QGB,bam,alignments,ENCSR000BNW,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QGE,bam,alignments,ENCSR000BNW,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000OBI,bam,alignments,ENCSR000BGQ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OBJ,bam,alignments,ENCSR000BGQ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OBO,bam,alignments,ENCSR000BGQ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NZP,bam,alignments,ENCSR000BGR,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NZR,bam,alignments,ENCSR000BGR,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OAW,bam,alignments,ENCSR000BGP,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OAX,bam,alignments,ENCSR000BGP,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OBC,bam,alignments,ENCSR000BGP,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PRN,bam,alignments,ENCSR000BGM,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PRR,bam,alignments,ENCSR000BGM,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000RBM,bam,alignments,ENCSR000BGN,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RBP,bam,alignments,ENCSR000BGN,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000PKC,bam,alignments,ENCSR000BGK,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PKF,bam,alignments,ENCSR000BGK,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PPJ,bam,alignments,ENCSR000BGL,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PPN,bam,alignments,ENCSR000BGL,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000OFT,bam,alignments,ENCSR000BGS,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OFW,bam,alignments,ENCSR000BGS,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NSJ,bam,alignments,ENCSR000BGT,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NSN,bam,alignments,ENCSR000BGT,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PIV,bam,alignments,ENCSR000BMC,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PIW,bam,alignments,ENCSR000BMC,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PZJ,bam,alignments,ENCSR000BMD,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PZM,bam,alignments,ENCSR000BMD,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RFL,bam,alignments,ENCSR000BMA,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RFM,bam,alignments,ENCSR000BMA,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000NUX,bam,alignments,ENCSR000BMB,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NUY,bam,alignments,ENCSR000BMB,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RFQ,bam,alignments,ENCSR000BLY,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RFT,bam,alignments,ENCSR000BLY,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RGJ,bam,alignments,ENCSR000BLZ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RGN,bam,alignments,ENCSR000BLZ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000PMO,bam,alignments,ENCSR000BLW,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PMR,bam,alignments,ENCSR000BLW,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000RFA,bam,alignments,ENCSR000BLX,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RFD,bam,alignments,ENCSR000BLX,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000PQG,bam,alignments,ENCSR000BLV,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PQH,bam,alignments,ENCSR000BLV,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000RVJ,bam,alignments,ENCSR000DLX,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000RUZ,bam,alignments,ENCSR000DLW,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000RVC,bam,alignments,ENCSR000DLW,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF001MPH,bam,alignments,ENCSR000DIN,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MPI,bam,alignments,ENCSR000DIN,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF000SCK,bam,alignments,ENCSR000DNC,ChIP-seq,CL:0000312,keratinocyte,primary cell,unknown,female,Homo sapiens
ENCFF000SCM,bam,alignments,ENCSR000DNC,ChIP-seq,CL:0000312,keratinocyte,primary cell,unknown,female,Homo sapiens
ENCFF000QZI,bam,alignments,ENCSR000BVC,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QZJ,bam,alignments,ENCSR000BVC,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QZB,bam,alignments,ENCSR000BVD,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QZE,bam,alignments,ENCSR000BVD,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000PUG,bam,alignments,ENCSR000BUW,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000PUH,bam,alignments,ENCSR000BUW,ChIP-seq,EFO:0002793,HL-60,immortalized cell line,adult,female,Homo sapiens
ENCFF000QXM,bam,alignments,ENCSR000BVB,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QXQ,bam,alignments,ENCSR000BVB,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000NXX,bam,alignments,ENCSR000BRN,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NXY,bam,alignments,ENCSR000BRN,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PRF,bam,alignments,ENCSR000BRP,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PRI,bam,alignments,ENCSR000BRP,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PLA,bam,alignments,ENCSR000BRO,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PLD,bam,alignments,ENCSR000BRO,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000QHL,bam,alignments,ENCSR000BRR,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QHN,bam,alignments,ENCSR000BRR,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PWT,bam,alignments,ENCSR000BRQ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PWU,bam,alignments,ENCSR000BRQ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YQT,bam,alignments,ENCSR000FAK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YQU,bam,alignments,ENCSR000FAK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YWV,bam,alignments,ENCSR000FAJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000YWW,bam,alignments,ENCSR000FAJ,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RPA,bam,alignments,ENCSR000DKT,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000RPC,bam,alignments,ENCSR000DKT,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000ODC,bam,alignments,ENCSR000BGJ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000ODD,bam,alignments,ENCSR000BGJ,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OGR,bam,alignments,ENCSR000BGI,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OGU,bam,alignments,ENCSR000BGI,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QWI,bam,alignments,ENCSR000BGB,ChIP-seq,EFO:0002860,SK-N-MC,immortalized cell line,child,female,Homo sapiens
ENCFF000QWK,bam,alignments,ENCSR000BGB,ChIP-seq,EFO:0002860,SK-N-MC,immortalized cell line,child,female,Homo sapiens
ENCFF000OAO,bam,alignments,ENCSR000BGD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OAR,bam,alignments,ENCSR000BGD,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NVY,bam,alignments,ENCSR000BGC,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NWB,bam,alignments,ENCSR000BGC,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NYO,bam,alignments,ENCSR000BGF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000NYP,bam,alignments,ENCSR000BGF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OEY,bam,alignments,ENCSR000BGE,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OEZ,bam,alignments,ENCSR000BGE,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OCL,bam,alignments,ENCSR000BGH,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OCM,bam,alignments,ENCSR000BGH,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OCN,bam,alignments,ENCSR000BGH,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OCQ,bam,alignments,ENCSR000BGH,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000QEI,bam,alignments,ENCSR000BGG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QEK,bam,alignments,ENCSR000BGG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QEL,bam,alignments,ENCSR000BGG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QEO,bam,alignments,ENCSR000BGG,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QXH,bam,alignments,ENCSR000BTA,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QXI,bam,alignments,ENCSR000BTA,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000OJK,bam,alignments,ENCSR000BIH,ChIP-seq,EFO:0002785,GM12891,immortalized cell line,unknown,male,Homo sapiens
ENCFF000OLG,bam,alignments,ENCSR000BIG,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000PFM,bam,alignments,ENCSR000BID,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PFP,bam,alignments,ENCSR000BID,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000OAG,bam,alignments,ENCSR000BIF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OAJ,bam,alignments,ENCSR000BIF,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000PGS,bam,alignments,ENCSR000BIE,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PGT,bam,alignments,ENCSR000BIE,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000OKX,bam,alignments,ENCSR000BHZ,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OKY,bam,alignments,ENCSR000BHZ,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OLM,bam,alignments,ENCSR000BHY,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OLN,bam,alignments,ENCSR000BIB,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OLO,bam,alignments,ENCSR000BIB,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OKP,bam,alignments,ENCSR000BIA,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OKS,bam,alignments,ENCSR000BIA,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000QHC,bam,alignments,ENCSR000BLK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QHD,bam,alignments,ENCSR000BLK,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000PNU,bam,alignments,ENCSR000BLN,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PNV,bam,alignments,ENCSR000BLN,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000QBM,bam,alignments,ENCSR000BLP,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QBS,bam,alignments,ENCSR000BLP,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QAH,bam,alignments,ENCSR000BLO,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QAK,bam,alignments,ENCSR000BLO,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QFM,bam,alignments,ENCSR000BLR,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000QFP,bam,alignments,ENCSR000BLR,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RFY,bam,alignments,ENCSR000BLQ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000OLV,bam,alignments,ENCSR000BLT,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000OLX,bam,alignments,ENCSR000BLT,ChIP-seq,EFO:0002786,GM12892,immortalized cell line,unknown,female,Homo sapiens
ENCFF000PNP,bam,alignments,ENCSR000BLS,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000PNQ,bam,alignments,ENCSR000BLS,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF001MSK,bam,alignments,ENCSR000DIV,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MSP,bam,alignments,ENCSR000DIV,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MBL,bam,alignments,ENCSR000DIW,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MBN,bam,alignments,ENCSR000DIW,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MNM,bam,alignments,ENCSR000DIS,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MNN,bam,alignments,ENCSR000DIS,ChIP-seq,EFO:0002034,G1E,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MRR,bam,alignments,ENCSR000DIQ,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MRW,bam,alignments,ENCSR000DIQ,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MRE,bam,alignments,ENCSR000DIR,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF001MRF,bam,alignments,ENCSR000DIR,ChIP-seq,EFO:0002055,G1E-ER4,immortalized cell line,postnatal,male,Mus musculus
ENCFF000RVK,bam,alignments,ENCSR000DLV,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000RVM,bam,alignments,ENCSR000DLV,ChIP-seq,CL:0002618,endothelial cell of umbilical vein,primary cell,newborn,unknown,Homo sapiens
ENCFF000RUK,bam,alignments,ENCSR000DLQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000RUL,bam,alignments,ENCSR000DLQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000RUN,bam,alignments,ENCSR000DLQ,ChIP-seq,EFO:0001187,HepG2,immortalized cell line,child,male,Homo sapiens
ENCFF000RWN,bam,alignments,ENCSR000DLY,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RWQ,bam,alignments,ENCSR000DLY,ChIP-seq,EFO:0002067,K562,immortalized cell line,adult,female,Homo sapiens
ENCFF000RDU,bam,alignments,ENCSR000BUQ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000RDX,bam,alignments,ENCSR000BUQ,ChIP-seq,EFO:0003072,SK-N-SH,immortalized cell line,child,female,Homo sapiens
ENCFF000QSM,bam,alignments,ENCSR000BUP,ChIP-seq,EFO:0002713,Panc1,immortalized cell line,unknown,male,Homo sapiens
ENCFF000QSP,bam,alignments,ENCSR000BUP,ChIP-seq,EFO:0002713,Panc1,immortalized cell line,unknown,male,Homo sapiens
ENCFF000OED,bam,alignments,ENCSR000BJE,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
ENCFF000OEF,bam,alignments,ENCSR000BJE,ChIP-seq,EFO:0002784,GM12878,immortalized cell line,adult,female,Homo sapiens
